序号,日期,渠道名称,渠道CODE,游戏名称,游戏ID,游戏收入,运营商来源,下载用户数（本平台）,启动用户数,付费用户数,付费启动转化率,ARPU,ARPPU
251,20200402,腾讯应用宝,83010011,消灭星星全新版,10000895,20.00,电信,0,2612,1,0.04%,0.01,20.00
252,20200402,腾讯应用宝,83010011,僵尸尖叫,5022331,138.00,电信,0,627,6,0.96%,0.22,23.00
253,20200402,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,5,0,0.00%,0.00,0.00
254,20200402,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,54,0,0.00%,0.00,0.00
255,20200402,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,0.00,电信,0,306,0,0.00%,0.00,0.00
256,20200402,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,42,0,0.00%,0.00,0.00
257,20200402,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,23,0,0.00%,0.00,0.00
258,20200402,2345手机助手,83010042,消灭星星全新版,10000895,42.00,电信,0,412,4,0.97%,0.10,10.50
259,20200402,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,90,0,0.00%,0.00,0.00
260,20200402,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,12,0,0.00%,0.00,0.00
261,20200402,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,9,0,0.00%,0.00,0.00
262,20200402,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
263,20200402,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,56,0,0.00%,0.00,0.00
264,20200402,拇指玩,83010142,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
265,20200402,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
266,20200402,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,26,0,0.00%,0.00,0.00
267,20200402,腾讯手机管家,83120102,消灭星星全新版,10000895,0.00,电信,0,89,0,0.00%,0.00,0.00
268,20200402,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
269,20200402,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,12,0,0.00%,0.00,0.00
270,20200402,爱游戏渠道,99999999,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
271,20200403,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,1,0,0.00%,0.00,0.00
272,20200403,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,15,0,0.00%,0.00,0.00
273,20200403,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,15,0,0.00%,0.00,0.00
274,20200403,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,2,0,0.00%,0.00,0.00
275,20200403,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,11,0,0.00%,0.00,0.00
276,20200403,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,57,0,0.00%,0.00,0.00
277,20200403,聚沙渠道,,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
278,20200403,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
279,20200403,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,4,0,0.00%,0.00,0.00
280,20200403,聚沙渠道,,点我+1,5054861,0.00,移动,0,1,0,0.00%,0.00,0.00
281,20200403,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,1,0,0.00%,0.00,0.00
282,20200403,聚沙渠道,,哔哔弹,5097519,0.00,联通,0,1,0,0.00%,0.00,0.00
283,20200403,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,11521,0,0.00%,0.00,0.00
284,20200403,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,电信,2,60,0,0.00%,0.00,0.00
285,20200403,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,0,78,0,0.00%,0.00,0.00
286,20200403,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,16,0,0.00%,0.00,0.00
287,20200403,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
288,20200403,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
289,20200403,爱游戏客户端,10000000,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
290,20200403,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,2,0,0.00%,0.00,0.00
291,20200403,爱游戏客户端,10000000,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
292,20200403,爱游戏客户端,10000000,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
293,20200403,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,5,0,0.00%,0.00,0.00
294,20200403,爱游戏客户端,10000000,哔哔弹,5097519,0.00,联通,0,1,0,0.00%,0.00,0.00
295,20200403,爱游戏客户端,10000000,长腿爸爸,5102711,0.00,联通,0,1,0,0.00%,0.00,0.00
296,20200403,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,33,0,0.00%,0.00,0.00
297,20200403,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,12,0,0.00%,0.00,0.00
298,20200403,安智市场,80001005,消灭星星全新版,10000895,6.00,电信,0,81,1,1.23%,0.07,6.00
299,20200403,豌豆荚,80001013,消灭星星全新版,10000895,20.00,电信,0,54,1,1.85%,0.37,20.00
300,20200403,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,12,0,0.00%,0.00,0.00
301,20200403,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
302,20200403,酷派应用商店,80001017,消灭星星全新版,10000895,30.00,电信,0,24,1,4.17%,1.25,30.00
303,20200403,酷派应用商店,80001017,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
304,20200403,悠悠村,80001018,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
305,20200403,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,28,0,0.00%,0.00,0.00
306,20200403,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
307,20200403,小米,80001021,消灭星星全新版,10000895,100.00,电信,0,7018,2,0.03%,0.01,50.00
308,20200403,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,2,0,0.00%,0.00,0.00
309,20200403,小米,80001021,僵尸尖叫,5022331,0.00,电信,0,14,0,0.00%,0.00,0.00
310,20200403,小米,80001021,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
311,20200403,联想应用商店,80001024,消灭星星全新版,10000895,10.00,电信,0,137,1,0.73%,0.07,10.00
312,20200403,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
313,20200403,联想应用商店,80001024,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
314,20200403,联想应用商店,80001024,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
315,20200403,聚乐,80001026,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
316,20200403,拇指玩,80010079,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
317,20200403,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
318,20200403,百度手机助手,80010082,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
319,20200403,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,11,0,0.00%,0.00,0.00
320,20200403,百度手机助手,80010082,僵尸尖叫,5022331,57.00,电信,0,143,1,0.70%,0.40,57.00
321,20200403,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,3,0,0.00%,0.00,0.00
322,20200403,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
323,20200403,百度手机助手,80010082,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
324,20200403,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,54,0,0.00%,0.00,0.00
325,20200403,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,133,0,0.00%,0.00,0.00
326,20200403,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,333,0,0.00%,0.00,0.00
327,20200403,OPPO,80010141,消灭星星全新版,10000895,0.00,电信,0,22532,0,0.00%,0.00,0.00
328,20200403,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,4,0,0.00%,0.00,0.00
329,20200403,OPPO,80010141,消灭星星中文版,5015173,0.00,电信,0,431,0,0.00%,0.00,0.00
330,20200403,OPPO,80010141,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
331,20200403,OPPO,80010141,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
332,20200403,OPPO,80010141,哔哔弹,5097519,0.00,电信,0,8,0,0.00%,0.00,0.00
333,20200403,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
334,20200403,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
335,20200403,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
336,20200403,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
337,20200403,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,34,0,0.00%,0.00,0.00
338,20200403,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
339,20200403,金立游戏大厅,80010281,消灭星星全新版,10000895,0.00,电信,0,43,0,0.00%,0.00,0.00
340,20200403,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,8,0,0.00%,0.00,0.00
341,20200403,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,12,0,0.00%,0.00,0.00
342,20200403,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
343,20200403,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
344,20200403,三星,80011042,消灭星星全新版,10000895,0.00,电信,0,156,0,0.00%,0.00,0.00
345,20200403,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,21,0,0.00%,0.00,0.00
346,20200403,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
347,20200403,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
348,20200403,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,150,0,0.00%,0.00,0.00
349,20200403,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,6,0,0.00%,0.00,0.00
350,20200403,搜狗,80011045,僵尸尖叫,5022331,0.00,电信,0,7,0,0.00%,0.00,0.00
351,20200403,360手机助手,80011046,消灭星星全新版,10000895,122.00,电信,0,586,3,0.51%,0.21,40.67
352,20200403,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,57,0,0.00%,0.00,0.00
353,20200403,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,6,0,0.00%,0.00,0.00
354,20200403,360手机助手,80011046,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
355,20200403,360手机助手,80011046,僵尸尖叫,5022331,0.00,电信,0,29,0,0.00%,0.00,0.00
356,20200403,腾讯应用宝,80011049,消灭星星全新版,10000895,0.00,电信,0,112,0,0.00%,0.00,0.00
357,20200403,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,38,0,0.00%,0.00,0.00
358,20200403,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
359,20200403,腾讯应用宝,80011049,全民消灭星星,5032507,0.00,电信,0,4,0,0.00%,0.00,0.00
360,20200403,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
361,20200403,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,204,0,0.00%,0.00,0.00
362,20200403,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
363,20200403,步步高,80020136,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
364,20200403,步步高,80020136,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
365,20200403,步步高,80020136,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
366,20200403,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
367,20200403,魅族手机,80020320,消灭星星全新版,10000895,0.00,电信,0,813,0,0.00%,0.00,0.00
368,20200403,魅族手机,80020320,僵尸尖叫,5022331,77.00,电信,0,137,3,2.19%,0.56,25.67
369,20200403,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,30,0,0.00%,0.00,0.00
370,20200403,华为智汇云,83010007,消灭星星全新版,10000895,113.00,电信,0,23577,5,0.02%,0.00,22.60
371,20200403,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2425,0,0.00%,0.00,0.00
372,20200403,华为智汇云,83010007,僵尸尖叫,5022331,84.00,电信,0,429,4,0.93%,0.20,21.00
373,20200403,华为智汇云,83010007,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
374,20200403,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,32,0,0.00%,0.00,0.00
375,20200403,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,8,0,0.00%,0.00,0.00
376,20200403,步步高,83010010,消灭星星全新版,10000895,130.00,电信,0,32584,5,0.02%,0.00,26.00
377,20200403,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,22,0,0.00%,0.00,0.00
378,20200403,步步高,83010010,僵尸尖叫,5022331,0.00,电信,0,27,0,0.00%,0.00,0.00
379,20200403,步步高,83010010,哔哔弹,5097519,0.00,电信,0,3,0,0.00%,0.00,0.00
380,20200403,腾讯应用宝,83010011,消灭星星全新版,10000895,30.00,电信,0,2605,1,0.04%,0.01,30.00
381,20200403,腾讯应用宝,83010011,僵尸尖叫,5022331,58.00,电信,0,646,4,0.62%,0.09,14.50
382,20200403,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,8,0,0.00%,0.00,0.00
383,20200403,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,59,0,0.00%,0.00,0.00
384,20200403,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,60.00,电信,0,314,2,0.64%,0.19,30.00
385,20200403,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,36,0,0.00%,0.00,0.00
386,20200403,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,20,0,0.00%,0.00,0.00
387,20200403,2345手机助手,83010042,消灭星星全新版,10000895,60.00,电信,0,424,3,0.71%,0.14,20.00
388,20200403,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,89,0,0.00%,0.00,0.00
389,20200403,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,11,0,0.00%,0.00,0.00
390,20200403,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,8,0,0.00%,0.00,0.00
391,20200403,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
392,20200403,nubia应用中心,83010107,消灭星星全新版,10000895,20.00,电信,0,52,1,1.92%,0.38,20.00
393,20200403,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
394,20200403,乐视应用商店,83020126,消灭星星全新版,10000895,70.00,电信,0,21,1,4.76%,3.33,70.00
395,20200403,腾讯手机管家,83120102,消灭星星全新版,10000895,0.00,电信,0,91,0,0.00%,0.00,0.00
396,20200403,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
397,20200403,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,9,0,0.00%,0.00,0.00
398,20200403,爱游戏渠道,99999999,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
399,20200404,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,电信,0,3,0,0.00%,0.00,0.00
400,20200404,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,5,0,0.00%,0.00,0.00
401,20200404,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,16,0,0.00%,0.00,0.00
402,20200404,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,14,0,0.00%,0.00,0.00
403,20200404,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,3,0,0.00%,0.00,0.00
404,20200404,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,14,0,0.00%,0.00,0.00
405,20200404,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,67,0,0.00%,0.00,0.00
406,20200404,聚沙渠道,,消灭星星中文版,5015173,0.00,联通,0,4,0,0.00%,0.00,0.00
407,20200404,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
408,20200404,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,5,0,0.00%,0.00,0.00
409,20200404,聚沙渠道,,僵尸尖叫,5022331,0.00,联通,0,2,0,0.00%,0.00,0.00
410,20200404,聚沙渠道,,PopStar消灭星星2社交版,5024369,0.00,移动,0,1,0,0.00%,0.00,0.00
411,20200404,聚沙渠道,,PopStar消灭星星2社交版,5024369,0.00,联通,0,1,0,0.00%,0.00,0.00
412,20200404,聚沙渠道,,点我+1,5054861,0.00,联通,0,1,0,0.00%,0.00,0.00
413,20200404,聚沙渠道,,哔哔弹,5097519,0.00,电信,0,9,0,0.00%,0.00,0.00
414,20200404,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,9,0,0.00%,0.00,0.00
415,20200404,聚沙渠道,,哔哔弹,5097519,0.00,联通,0,2,0,0.00%,0.00,0.00
416,20200404,聚沙渠道,,长腿爸爸,5102711,0.00,移动,0,2,0,0.00%,0.00,0.00
417,20200404,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,15536,0,0.00%,0.00,0.00
418,20200404,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,电信,0,1,0,0.00%,0.00,0.00
419,20200404,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,移动,0,2,0,0.00%,0.00,0.00
420,20200404,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,电信,0,86,0,0.00%,0.00,0.00
421,20200404,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,0,107,0,0.00%,0.00,0.00
422,20200404,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,23,0,0.00%,0.00,0.00
423,20200404,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
424,20200404,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
425,20200404,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,2,0,0.00%,0.00,0.00
426,20200404,爱游戏客户端,10000000,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
427,20200404,爱游戏客户端,10000000,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
428,20200404,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,7,0,0.00%,0.00,0.00
429,20200404,爱游戏客户端,10000000,哔哔弹,5097519,0.00,联通,0,4,0,0.00%,0.00,0.00
430,20200404,爱游戏客户端,10000000,弹弹猫,5101874,0.00,移动,0,1,0,0.00%,0.00,0.00
431,20200404,爱游戏客户端,10000000,长腿爸爸,5102711,0.00,移动,0,1,0,0.00%,0.00,0.00
432,20200404,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,39,0,0.00%,0.00,0.00
433,20200404,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,13,0,0.00%,0.00,0.00
434,20200404,安智市场,80001005,消灭星星全新版,10000895,0.00,电信,0,84,0,0.00%,0.00,0.00
435,20200404,安智市场,80001005,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
436,20200404,豌豆荚,80001013,消灭星星全新版,10000895,0.00,电信,0,83,0,0.00%,0.00,0.00
437,20200404,豌豆荚,80001013,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
438,20200404,豌豆荚,80001013,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
439,20200404,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,47,0,0.00%,0.00,0.00
440,20200404,豌豆荚,80001013,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
441,20200404,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
442,20200404,酷派应用商店,80001017,消灭星星全新版,10000895,118.00,电信,0,38,4,10.53%,3.11,29.50
443,20200404,悠悠村,80001018,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
444,20200404,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,25,0,0.00%,0.00,0.00
445,20200404,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
446,20200404,小米,80001021,消灭星星全新版,10000895,61.00,电信,0,10357,4,0.04%,0.01,15.25
447,20200404,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
448,20200404,小米,80001021,僵尸尖叫,5022331,58.00,电信,0,61,1,1.64%,0.95,58.00
449,20200404,联想应用商店,80001024,消灭星星全新版,10000895,0.00,电信,0,194,0,0.00%,0.00,0.00
450,20200404,联想应用商店,80001024,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
451,20200404,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
452,20200404,联想应用商店,80001024,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
453,20200404,聚乐,80001026,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
454,20200404,拇指玩,80010079,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
455,20200404,拇指玩,80010079,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
456,20200404,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
457,20200404,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,18,0,0.00%,0.00,0.00
458,20200404,百度手机助手,80010082,僵尸尖叫,5022331,29.00,电信,0,526,1,0.19%,0.06,29.00
459,20200404,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,2,0,0.00%,0.00,0.00
460,20200404,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
461,20200404,百度手机助手,80010082,哔哔弹,5097519,0.00,电信,0,3,0,0.00%,0.00,0.00
462,20200404,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,73,0,0.00%,0.00,0.00
