序号,日期,渠道名称,渠道CODE,游戏名称,游戏ID,游戏收入,运营商来源,下载用户数（本平台）,启动用户数,付费用户数,付费启动转化率,ARPU,ARPPU
3179,20200425,OPPO,80010141,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
3180,20200425,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,3,0,0.00%,0.00,0.00
3181,20200425,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3182,20200425,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
3183,20200425,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
3184,20200425,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,40,0,0.00%,0.00,0.00
3185,20200425,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
3186,20200425,金立游戏大厅,80010281,消灭星星全新版,10000895,0.00,电信,0,29,0,0.00%,0.00,0.00
3187,20200425,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
3188,20200425,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,13,0,0.00%,0.00,0.00
3189,20200425,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3190,20200425,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
3191,20200425,三星,80011042,消灭星星全新版,10000895,29.00,电信,0,144,1,0.69%,0.20,29.00
3192,20200425,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,17,0,0.00%,0.00,0.00
3193,20200425,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
3194,20200425,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3195,20200425,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,160,0,0.00%,0.00,0.00
3196,20200425,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,7,0,0.00%,0.00,0.00
3197,20200425,搜狗,80011045,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
3198,20200425,搜狗,80011045,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3199,20200425,360手机助手,80011046,消灭星星全新版,10000895,29.00,电信,0,523,1,0.19%,0.06,29.00
3200,20200425,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,52,0,0.00%,0.00,0.00
3201,20200425,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,5,0,0.00%,0.00,0.00
3202,20200425,360手机助手,80011046,僵尸尖叫,5022331,9.00,电信,0,22,1,4.55%,0.41,9.00
3203,20200425,腾讯应用宝,80011049,消灭星星全新版,10000895,20.00,电信,0,96,1,1.04%,0.21,20.00
3204,20200425,腾讯应用宝,80011049,消灭星星全新版,10000895,0.00,联通,0,1,0,0.00%,0.00,0.00
3205,20200425,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,44,0,0.00%,0.00,0.00
3206,20200425,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
3207,20200425,腾讯应用宝,80011049,全民消灭星星,5032507,0.00,电信,0,2,0,0.00%,0.00,0.00
3208,20200425,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
3209,20200425,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,200,0,0.00%,0.00,0.00
3210,20200425,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
3211,20200425,步步高,80020136,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3212,20200425,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3213,20200425,魅族手机,80020320,消灭星星全新版,10000895,20.00,电信,0,718,1,0.14%,0.03,20.00
3214,20200425,魅族手机,80020320,僵尸尖叫,5022331,0.00,电信,0,115,0,0.00%,0.00,0.00
3215,20200425,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,30,0,0.00%,0.00,0.00
3216,20200425,魔品助手,80030246,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3217,20200425,华为智汇云,83010007,消灭星星全新版,10000895,53.00,电信,0,20281,3,0.01%,0.00,17.67
3218,20200425,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2223,0,0.00%,0.00,0.00
3219,20200425,华为智汇云,83010007,僵尸尖叫,5022331,66.00,电信,0,337,2,0.59%,0.20,33.00
3220,20200425,华为智汇云,83010007,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3221,20200425,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,20,0,0.00%,0.00,0.00
3222,20200425,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
3223,20200425,步步高,83010010,消灭星星全新版,10000895,58.00,电信,0,29950,3,0.01%,0.00,19.33
3224,20200425,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,22,0,0.00%,0.00,0.00
3225,20200425,步步高,83010010,僵尸尖叫,5022331,0.00,电信,0,13,0,0.00%,0.00,0.00
3226,20200425,步步高,83010010,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3227,20200425,腾讯应用宝,83010011,消灭星星全新版,10000895,86.00,电信,0,2594,5,0.19%,0.03,17.20
3228,20200425,腾讯应用宝,83010011,僵尸尖叫,5022331,98.00,电信,0,552,5,0.91%,0.18,19.60
3229,20200425,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
3230,20200425,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,48,0,0.00%,0.00,0.00
3231,20200425,金立游戏大厅,83010020,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
3232,20200425,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,0.00,电信,0,273,0,0.00%,0.00,0.00
3233,20200425,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,24,0,0.00%,0.00,0.00
3234,20200425,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,15,0,0.00%,0.00,0.00
3235,20200425,2345手机助手,83010042,消灭星星全新版,10000895,22.00,电信,0,383,2,0.52%,0.06,11.00
3236,20200425,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,94,0,0.00%,0.00,0.00
3237,20200425,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,9,0,0.00%,0.00,0.00
3238,20200425,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,5,0,0.00%,0.00,0.00
3239,20200425,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
3240,20200425,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,48,0,0.00%,0.00,0.00
3241,20200425,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,5,0,0.00%,0.00,0.00
3242,20200425,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,24,0,0.00%,0.00,0.00
3243,20200425,腾讯手机管家,83120102,消灭星星全新版,10000895,0.00,电信,0,79,0,0.00%,0.00,0.00
3244,20200425,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
3245,20200426,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,3,0,0.00%,0.00,0.00
3246,20200426,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,14,0,0.00%,0.00,0.00
3247,20200426,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,11,0,0.00%,0.00,0.00
3248,20200426,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,1,0,0.00%,0.00,0.00
3249,20200426,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,13,0,0.00%,0.00,0.00
3250,20200426,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,57,0,0.00%,0.00,0.00
3251,20200426,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
3252,20200426,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,3,0,0.00%,0.00,0.00
3253,20200426,聚沙渠道,,僵尸尖叫,5022331,0.00,联通,0,1,0,0.00%,0.00,0.00
3254,20200426,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,1,0,0.00%,0.00,0.00
3255,20200426,聚沙渠道,,长腿爸爸,5102711,0.00,移动,0,1,0,0.00%,0.00,0.00
3256,20200426,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,10214,0,0.00%,0.00,0.00
3257,20200426,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,移动,0,1,0,0.00%,0.00,0.00
3258,20200426,爱游戏客户端,10000000,消灭星星全新版,12912,20.00,电信,0,54,1,1.85%,0.37,20.00
3259,20200426,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,0,74,0,0.00%,0.00,0.00
3260,20200426,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,13,0,0.00%,0.00,0.00
3261,20200426,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,电信,1,1,0,0.00%,0.00,0.00
3262,20200426,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
3263,20200426,爱游戏客户端,10000000,僵尸尖叫,5022331,0.00,电信,1,0,0,0.00%,0.00,0.00
3264,20200426,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,1,0,0.00%,0.00,0.00
3265,20200426,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,2,0,0.00%,0.00,0.00
3266,20200426,爱游戏客户端,10000000,哔哔弹,5097519,0.00,联通,0,1,0,0.00%,0.00,0.00
3267,20200426,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,31,0,0.00%,0.00,0.00
3268,20200426,华为智汇云,80001002,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
3269,20200426,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,13,0,0.00%,0.00,0.00
3270,20200426,安智市场,80001005,消灭星星全新版,10000895,0.00,电信,0,86,0,0.00%,0.00,0.00
3271,20200426,安智市场,80001005,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
3272,20200426,安智市场,80001005,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
3273,20200426,豌豆荚,80001013,消灭星星全新版,10000895,0.00,电信,0,50,0,0.00%,0.00,0.00
3274,20200426,豌豆荚,80001013,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
3275,20200426,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,6,0,0.00%,0.00,0.00
3276,20200426,豌豆荚,80001013,僵尸尖叫,5024281,0.00,电信,0,1,0,0.00%,0.00,0.00
3277,20200426,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3278,20200426,酷派应用商店,80001017,消灭星星全新版,10000895,0.00,电信,0,24,0,0.00%,0.00,0.00
3279,20200426,悠悠村,80001018,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3280,20200426,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,21,0,0.00%,0.00,0.00
3281,20200426,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
3282,20200426,小米,80001021,消灭星星全新版,10000895,10.00,电信,0,6483,1,0.02%,0.00,10.00
3283,20200426,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
3284,20200426,小米,80001021,僵尸尖叫,5022331,0.00,电信,0,11,0,0.00%,0.00,0.00
3285,20200426,联想应用商店,80001024,消灭星星全新版,10000895,0.00,电信,0,116,0,0.00%,0.00,0.00
3286,20200426,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
3287,20200426,联想应用商店,80001024,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
3288,20200426,拇指玩,80010079,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
3289,20200426,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
3290,20200426,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,11,0,0.00%,0.00,0.00
3291,20200426,百度手机助手,80010082,僵尸尖叫,5022331,0.00,电信,0,77,0,0.00%,0.00,0.00
3292,20200426,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
3293,20200426,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,44,0,0.00%,0.00,0.00
3294,20200426,4399,80010088,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
3295,20200426,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,103,0,0.00%,0.00,0.00
3296,20200426,4399,80010088,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
3297,20200426,4399,80010088,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3298,20200426,联想游戏中心,80010122,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3299,20200426,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,307,0,0.00%,0.00,0.00
3300,20200426,掌游天下,80010130,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
3301,20200426,掌游天下,80010130,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
3302,20200426,掌游天下,80010130,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3303,20200426,OPPO,80010141,消灭星星全新版,10000895,20.00,电信,0,21298,1,0.00%,0.00,20.00
3304,20200426,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,5,0,0.00%,0.00,0.00
3305,20200426,OPPO,80010141,消灭星星中文版,5015173,0.00,电信,0,368,0,0.00%,0.00,0.00
3306,20200426,OPPO,80010141,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
3307,20200426,OPPO,80010141,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
3308,20200426,OPPO,80010141,哔哔弹,5097519,0.00,电信,0,5,0,0.00%,0.00,0.00
3309,20200426,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
3310,20200426,91手机助手（百度）,80010142,僵尸尖叫,5024281,0.00,电信,0,1,0,0.00%,0.00,0.00
3311,20200426,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3312,20200426,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3313,20200426,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
3314,20200426,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,35,0,0.00%,0.00,0.00
3315,20200426,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
3316,20200426,金立游戏大厅,80010281,消灭星星全新版,10000895,0.00,电信,0,33,0,0.00%,0.00,0.00
3317,20200426,优酷客户端,80010333,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3318,20200426,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,6,0,0.00%,0.00,0.00
3319,20200426,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,12,0,0.00%,0.00,0.00
3320,20200426,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3321,20200426,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
3322,20200426,三星,80011042,消灭星星全新版,10000895,0.00,电信,0,138,0,0.00%,0.00,0.00
3323,20200426,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,20,0,0.00%,0.00,0.00
3324,20200426,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3325,20200426,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3326,20200426,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,167,0,0.00%,0.00,0.00
3327,20200426,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,5,0,0.00%,0.00,0.00
3328,20200426,搜狗,80011045,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
3329,20200426,搜狗,80011045,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3330,20200426,360手机助手,80011046,消灭星星全新版,10000895,0.00,电信,0,507,0,0.00%,0.00,0.00
3331,20200426,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,64,0,0.00%,0.00,0.00
3332,20200426,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,5,0,0.00%,0.00,0.00
3333,20200426,360手机助手,80011046,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
3334,20200426,360手机助手,80011046,僵尸尖叫,5022331,72.00,电信,0,20,1,5.00%,3.60,72.00
3335,20200426,腾讯应用宝,80011049,消灭星星全新版,10000895,0.00,电信,0,113,0,0.00%,0.00,0.00
3336,20200426,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,40,0,0.00%,0.00,0.00
3337,20200426,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
3338,20200426,腾讯应用宝,80011049,全民消灭星星,5032507,0.00,电信,0,2,0,0.00%,0.00,0.00
3339,20200426,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
3340,20200426,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,187,0,0.00%,0.00,0.00
3341,20200426,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
3342,20200426,步步高,80020136,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
3343,20200426,步步高,80020136,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
3344,20200426,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3345,20200426,魅族手机,80020320,消灭星星全新版,10000895,0.00,电信,0,697,0,0.00%,0.00,0.00
3346,20200426,魅族手机,80020320,僵尸尖叫,5022331,0.00,电信,0,104,0,0.00%,0.00,0.00
3347,20200426,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,30,0,0.00%,0.00,0.00
3348,20200426,华为智汇云,83010007,消灭星星全新版,10000895,30.00,电信,0,20043,1,0.00%,0.00,30.00
3349,20200426,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2259,0,0.00%,0.00,0.00
3350,20200426,华为智汇云,83010007,僵尸尖叫,5022331,174.00,电信,0,318,5,1.57%,0.55,34.80
3351,20200426,华为智汇云,83010007,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
3352,20200426,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,18,0,0.00%,0.00,0.00
3353,20200426,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,6,0,0.00%,0.00,0.00
3354,20200426,步步高,83010010,消灭星星全新版,10000895,29.00,电信,0,30114,1,0.00%,0.00,29.00
3355,20200426,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,26,0,0.00%,0.00,0.00
3356,20200426,步步高,83010010,僵尸尖叫,5022331,0.00,电信,0,20,0,0.00%,0.00,0.00
3357,20200426,步步高,83010010,哔哔弹,5097519,0.00,电信,0,3,0,0.00%,0.00,0.00
3358,20200426,腾讯应用宝,83010011,消灭星星全新版,10000895,56.00,电信,0,2563,4,0.16%,0.02,14.00
3359,20200426,腾讯应用宝,83010011,僵尸尖叫,5022331,29.00,电信,0,495,1,0.20%,0.06,29.00
3360,20200426,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
3361,20200426,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,51,0,0.00%,0.00,0.00
3362,20200426,金立游戏大厅,83010020,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
3363,20200426,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,10.00,电信,0,286,1,0.35%,0.03,10.00
3364,20200426,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,23,0,0.00%,0.00,0.00
3365,20200426,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,12,0,0.00%,0.00,0.00
3366,20200426,2345手机助手,83010042,消灭星星全新版,10000895,60.00,电信,0,370,1,0.27%,0.16,60.00
3367,20200426,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,91,0,0.00%,0.00,0.00
3368,20200426,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,29.00,电信,0,4,1,25.00%,7.25,29.00
3369,20200426,7K7K,83010057,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
3370,20200426,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,5,0,0.00%,0.00,0.00
3371,20200426,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
3372,20200426,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,46,0,0.00%,0.00,0.00
3373,20200426,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,5,0,0.00%,0.00,0.00
3374,20200426,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,16,0,0.00%,0.00,0.00
3375,20200426,腾讯手机管家,83120102,消灭星星全新版,10000895,0.00,电信,0,81,0,0.00%,0.00,0.00
3376,20200426,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
3377,20200427,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,3,0,0.00%,0.00,0.00
3378,20200427,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,12,0,0.00%,0.00,0.00
3379,20200427,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,10,0,0.00%,0.00,0.00
3380,20200427,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,1,0,0.00%,0.00,0.00
3381,20200427,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,13,0,0.00%,0.00,0.00
3382,20200427,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,55,0,0.00%,0.00,0.00
3383,20200427,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
3384,20200427,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,7,0,0.00%,0.00,0.00
3385,20200427,聚沙渠道,,僵尸尖叫,5022331,0.00,联通,0,1,0,0.00%,0.00,0.00
